Query,Response
How much does Button cost to use?,"Button pricing

As of July 24, 2026, Button does not publish standard prices or subscription tiers. Its website directs prospective customers to request a demo or schedule a sales call, so pricing appears to be customized based on the product, traffic volume, integration requirements, and level of service. 
Button
+1

One Button page offers publishers a free test of its deep-linking solution, but this should not be interpreted as a permanent free plan for the broader platform. 
Button

When requesting a quote, ask Button to specify:

Platform or licensing fees

Setup and integration charges

Minimum traffic or spending commitments

Performance fees or revenue-sharing terms

Contract length and renewal conditions

Whether the free test converts into a paid agreement

Bottom line: there is no reliable public dollar figure; you need a custom quote from Button.

Sources:

https://www.usebutton.com/full-service-network

https://www.usebutton.com/tap

https://coldiq.com/tools/button"
Does Button have pricing plans or enterprise pricing?,"Button does not currently publish standard pricing tiers or fixed monthly prices on its website. Its products are sold through a request-a-demo/contact-sales process, which indicates custom, enterprise-style pricing rather than self-serve plans. 
Button
+1

Pricing is likely tailored around factors such as:

The Button product you need, such as Dynamic Decisioning, Full Service Network, or Product Listing Ads

Whether you are a retailer, publisher, advertiser, or creator network

Your traffic or transaction volume

Integration and managed-service requirements

That conclusion is supported by Button’s contact form, which asks about company type, product interest, app ownership, and existing affiliate platforms before providing details. 
Button

Bottom line: Button appears to offer custom enterprise pricing, not publicly listed packages. You will need to contact Button for a quote and ask whether pricing includes platform fees, setup costs, minimum commitments, usage charges, or performance-based fees.

https://www.usebutton.com/

https://www.usebutton.com/contact-us

https://www.usebutton.com/full-service-network

https://www.usebutton.com/dynamic-decisioning"
Is Button free to use?,"Button is not generally advertised as a free platform. Its website does not publish standard pricing; retailers, publishers, and creator networks are directed to request a demo or contact sales, suggesting customized commercial terms. 
Button
+1

Button does state that publishers can test its deep-linking solution free of charge, but that appears to be a trial or testing offer—not confirmation that ongoing use is free. 
Button

https://www.usebutton.com/tap

https://www.usebutton.com/for-creators

https://www.usebutton.com/contact-us"
Does Button charge a commission or subscription fee?,"Button does not publish a standard subscription price or commission schedule. Its business products are sold through a “request a demo” process, so pricing is likely customized by product, traffic volume, and partnership terms. 
Button

A few distinctions matter:

Publishers and creators earn commissions from brands for purchases they generate; those commissions are not necessarily fees paid to Button. 
Button Developers

Button’s own platform fee or revenue share is not publicly disclosed and would be specified in the customer agreement.

For the PostTap Creator App, Button’s terms state that it may offer the app free or charge access fees in the future, with prior notice before converting it to a paid product. 
Button

So the practical answer is: expect custom, contract-based pricing rather than a publicly listed monthly subscription or fixed commission.

https://www.usebutton.com/

https://www.usebutton.com/support/terms-of-service

https://developer.usebutton.com/docs/getting-button-content"
Is Button worth it for ecommerce businesses?,"Verdict

Button is likely worth it for established, mobile-first ecommerce businesses with substantial affiliate or creator traffic. It is probably excessive for smaller stores without a mobile app or a mature affiliate program.

When Button is a strong fit

Button’s core value is fixing and optimizing the journey after someone clicks an affiliate or creator link—particularly routing shoppers from mobile web or social apps into the correct product page inside a retailer’s app while preserving attribution. 
Button
+1

It becomes compelling when your business:

Has a shopping app with better conversion or retention than mobile web.

Generates meaningful traffic from affiliates, creators, cashback apps or social platforms.

Loses conversions because links open browsers, app stores or incorrect pages.

Needs app installs, purchases and affiliate attribution connected across networks.

Has enough transaction volume for a modest conversion lift to produce significant incremental profit.

Button’s published case studies report an 81% conversion-rate increase and 165% mobile affiliate revenue increase for Sam’s Club, and an immediate 2× affiliate revenue increase for Uber. These are vendor-selected examples, so they should be treated as evidence of potential rather than typical expected results. 
Button
+1

A 2026 Forrester Consulting study commissioned by Button modeled a 432% three-year ROI, a 65% conversion-rate lift on creator and affiliate traffic and payback in under six months for a composite $1 billion retailer. Because Button commissioned the research and the model represents a large enterprise, smaller companies should validate the assumptions against their own traffic and margins. 
Button

When it probably is not worth it

Button is less attractive when:

You do not have a native mobile app.

Affiliate and creator traffic represents a small portion of sales.

Your immediate need is simply recruiting affiliates, calculating commissions or automating payouts.

You need inexpensive, transparent, self-service software.

Your engineering and analytics teams cannot support linking, attribution, order reporting and integration testing.

Button’s retailer documentation includes app and site setup, attribution-token management, order reporting and integration validation. That suggests a more involved deployment than installing a basic Shopify affiliate app, even though Button also promotes low-code and white-glove options. 
Button Developers
+1

Button also does not appear to publish standardized retailer pricing on the pages reviewed; it generally directs companies to schedule a call or request a demo. Consequently, value cannot be judged without a custom commercial proposal. 
Button

Practical recommendation

Run a controlled pilot and approve a broader rollout only when:

Incremental gross profit from added conversions and app customers
− Button fees
− integration and ongoing operating costs
= an acceptable positive return.

Ask Button to provide:

Pricing based on your actual affiliate volume.

Expected lift separated by app installs, conversion rate and average order value.

A holdout group proving incrementality rather than merely reattributing existing sales.

Integration requirements and launch resources.

Performance guarantees or a pilot exit clause.

For a large retailer with a strong app and millions of mobile affiliate clicks, Button could be highly valuable. For a small ecommerce brand primarily operating through a website, a simpler affiliate-management platform is likely the better first investment.

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/brands-getting-started

https://developer.usebutton.com/docs/manual-brand-testing

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/post/total-economic-impact-tm-study-finds-432-roi-for-button-partners

https://www.usebutton.com/full-service-network"
Is Button worth using for affiliate marketing?,"Verdict

Button is worth considering for affiliate marketing when mobile traffic—especially app conversions—is a meaningful part of your business. It is less compelling as a basic affiliate-management platform for a small or web-only program.

Button’s main value is post-click optimization: repairing broken attribution, deep-linking shoppers to the right in-app product or destination, and routing each user toward the journey most likely to convert. It can work alongside existing retailer and affiliate-network relationships rather than requiring publishers to migrate them. 
Button
+1

Button is a strong fit when you:

Generate substantial traffic from mobile websites, social media, creators, or apps.

Have a retailer app where customers convert better than on mobile web.

Already use an affiliate network but lose conversions or attribution during web-to-app transitions.

Have enough affiliate volume for a modest conversion lift to produce meaningful incremental revenue.

Want a managed affiliate offering; Button also markets a Full Service Network for launching and optimizing programs. 
Button

Published results are promising: Button reports that Uber doubled affiliate-program revenue, while Sam’s Club recorded a 165% increase in mobile affiliate revenue and an 81% conversion-rate increase. An impact.com analysis also reported app conversion rates averaging 200% higher than mobile-web journeys in the referenced integration. These are vendor or partner case studies, so treat them as evidence to validate through your own controlled pilot—not guaranteed outcomes. 
Button
+2
Button
+2

It may not be worth it when you:

Have low affiliate revenue or predominantly desktop traffic.

Do not have an app or meaningful mobile conversion problems.

Primarily need affiliate recruitment, contracting, payouts, fraud monitoring, and general program administration. A full partnership-management platform such as impact.com is positioned more directly around those functions; Button is more differentiated around mobile routing, deep linking, attribution, and conversion optimization. 
impact.com
+1

Require simple, transparent self-service pricing. The Button pages I found direct prospects to request a demo or schedule a call rather than listing standardized public prices. 
Button
+1

Bottom line: For a mature, mobile-heavy affiliate or creator program, Button deserves a pilot. Measure incremental conversion rate, recovered app orders, revenue per click, attribution recovery, and net profit after Button’s fees. For a small, web-only affiliate program, start with a conventional affiliate network or management platform first.

https://www.usebutton.com/full-service-network

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/

https://impact.com/affiliate-marketing/"
Is Button legitimate?,"Yes—Button appears legitimate

Button, Inc., operating at usebutton.com, is an established B2B technology company focused on affiliate marketing, mobile commerce, deep linking, and conversion optimization—not an obvious scam.

Reasons it appears credible:

It publishes formal terms, privacy policies, GDPR/CCPA notices, and corporate contact information under Button, Inc. 
Button
+2
Button
+2

Growth-equity firm PSG announced an investment in Button in June 2025 and lists it in its portfolio. 
PSG Equity
+1

It has third-party profiles on G2 and Inc.; however, G2’s public review sample is small, so it provides limited evidence about customer satisfaction. 
G2
+1

Button reports processing more than $25 billion in commerce through its platform, although that figure is company-reported rather than independently audited. 
Button

Bottom line: Button looks like a real, established vendor. That does not automatically mean it will deliver positive ROI for every business. Before signing, verify pricing, attribution methodology, cancellation terms, data usage, support commitments, and results from comparable customers. A limited pilot with predefined conversion and revenue benchmarks would be prudent.

Sources used:

https://www.usebutton.com/

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/ccpa-notice

https://www.usebutton.com/support/terms-of-service

https://psgequity.com/news/button-secures-strategic-growth-investment-from-psg

https://psgequity.com/portfolio/button

https://www.g2.com/products/button/reviews

https://www.inc.com/profile/button

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing"
Is Button a trustworthy company?,"Verdict

Yes—Button (usebutton.com) appears to be a legitimate and generally trustworthy B2B commerce-technology company, not a scam. That assessment is based on several credible operating signals, though businesses should still perform standard vendor due diligence before integrating it with customer or transaction data.

Positive signals

Button maintains an active commerce platform, account portals, developer documentation, APIs, and mobile SDKs—strong evidence of a functioning enterprise software business. 
Button Developers
+1

It publishes a detailed privacy policy, GDPR and CCPA notices, and a responsible vulnerability-disclosure channel. 
Button
+3
Button
+3
Button
+3

Impact.com lists Button in its technology-partner directory, providing third-party confirmation of its role in the affiliate and commerce ecosystem. 
impact.com

Established venture firm Norwest describes Button as a portfolio company used by retailers, publishers, and creators. 
Norwest

Its G2 rating is positive at 4.5/5, although it is based on only four reviews, so the sample is too small to establish broad customer satisfaction. 
G2

Caveats

Much of the published evidence concerning conversion improvements, revenue increases, and commerce volume comes from Button itself, investors, or commissioned studies—not large-scale independent evaluations. I also did not find a publicly accessible SOC 2 report or similarly detailed security certification in the materials reviewed.

Before signing a contract, request:

A current SOC 2 Type II report or equivalent security documentation

Data-processing and retention terms

Subprocessor information

Customer references relevant to your use case

Attribution and commission-calculation methodology

Service levels, payment timing, termination rights, and data-export provisions

Bottom line: Button has enough credible external partnerships, operational infrastructure, and corporate history to be considered trustworthy, but enterprise buyers should verify security and commercial claims directly rather than relying solely on its marketing materials.

Sources used:

https://www.usebutton.com/

https://developer.usebutton.com/

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/gdpr-notice

https://www.usebutton.com/support/ccpa-notice

https://www.usebutton.com/support/security

https://impact.com/technology-partners/directory/button

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.g2.com/products/button/reviews"
How long has Button been around?,"Button was founded in 2014, so it has been around for about 12 years as of July 2026. The company began as a mobile-commerce platform and has since expanded into affiliate and commerce optimization technology. 
Button
+1

Sources used:

https://www.usebutton.com/post/button-raises-30-million-in-series-c-funding-to-build-the-future-of-mobile-commerce

https://tracxn.com/d/companies/button/__XVH3wS1CMICt-WSn5jt7vPEdQu9HCfVjIP_wzMJp9vA"
Who founded Button?,"Button was founded in 2014 by Michael Jaconi, Chris Maddern, Mike Dudas, Tanner Hackett, Siddhartha Dabral, and Stephen Milbank. Jaconi served as co-founder and CEO. 
Forbes
+1

Sources:

https://www.forbes.com/profile/chris-maddern/

https://www.builtinnyc.com/articles/uber-opentable-and-airbnb-tap-button-link-their-mobile-apps"
What companies use Button?,"Button has publicly named or profiled these companies as customers, adopters, or technology partners:

Retail and consumer brands: Sam’s Club, Nike, Under Armour, Groupon and Wowcher.

Travel and on-demand: Uber, Hotels.com and Deliveroo.

Affiliate and partnership platforms: Awin, CJ and impact.com.

Creator platforms: Linktree, which integrated Button’s dynamic-link technology in 2025. 
Button
+2
Button
+2

Among the clearest documented use cases, Sam’s Club used Button for mobile affiliate optimization, Uber used it to improve affiliate app revenue and attribution, and Hotels.com and Deliveroo used it to improve mobile app journeys and acquisition. 
Button

This is not necessarily a complete or current customer roster: Button’s public materials combine customers, early adopters, integrations and affiliate-network partners, and some examples come from older case studies.

https://www.usebutton.com/category/case-studies

https://www.usebutton.com/post/evolving-the-affiliate-industry-nows-the-time

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing"
What are the main features of Button?,"Button is primarily a mobile commerce optimization platform. Its main features include:

AI-powered dynamic routing: Evaluates each click and directs the shopper to the path most likely to convert—such as the retailer’s app, an app-install flow, or mobile web. 
Button
+1

Mobile deep linking: Opens the relevant product or destination inside an installed app instead of sending users to a generic homepage or broken browser experience. 
Button
+1

Affiliate and creator link optimization: Converts ordinary affiliate or short links into intelligent, app-first links designed to improve conversions and creator commissions, including traffic from Instagram, TikTok, blogs, and link-in-bio pages. 
Button
+1

Cross-web-and-app attribution: Helps preserve tracking when shoppers move between social platforms, browsers, app stores, and retailer apps, reducing lost commissions and uncredited sales. It also integrates with major mobile measurement partners. 
Button
+1

Conversion Tuning: Uses machine learning, testing, and route optimization to identify broken customer journeys and continually select better purchase paths. 
Button

Publisher monetization: Optimizes publishers’ existing commerce traffic without requiring them to replace their retailer relationships or affiliate networks. Implementations can be low-code or no-code. 
Button
+1

Affiliate marketplace and managed services: Connects retailers, publishers, and creator networks while offering campaign setup, technical support, partner access, and affiliate-program optimization. 
Button

Retail and creator media tools: Button also offers off-site product advertising and tools for building social-ready, shoppable collections and product-discovery content. 
Button
+1

In practical terms, Button’s core value is making mobile shopping links open correctly, remain trackable, and send each user toward the highest-converting destination.

Sources:

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/for-creators

https://links.usebutton.com/

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/button-integrates-into-linktree-to-support-social-commerce-for-creators

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/button-is-available-in-amazon-publisher-services-connections-marketplace

https://www.usebutton.com/full-service-network

https://www.usebutton.com/product-listing-ads

https://www.usebutton.com/post/button-launches-curatedby-to-help-publishers-scale-commerce-for-the-ai-driven-discovery-era"
Does Button help with mobile app conversions?,"Yes. Button is designed to improve mobile app conversions, especially for traffic coming from affiliate links, creators, publishers, and paid marketing.

It helps by:

Deep linking users directly to the relevant product page inside the app, rather than the app homepage or mobile website.

Choosing the best destination dynamically—opening the app, prompting an install, or routing to mobile web—based on which path is most likely to convert.

Tracking app installs and purchases through integrations with affiliate networks and mobile measurement partners.

Reducing broken attribution, so app conversions are credited to the correct publisher or campaign. 
Button
+1

Reported case studies indicate meaningful gains: Button and Awin reported app conversion rates 2.7 times higher than mobile web, while an impact.com integration reported average in-app conversion-rate increases of roughly 200% versus mobile web. These are vendor and partner-reported results, so actual performance will depend on app adoption, checkout quality, traffic mix, and implementation. 
Button
+1

The key distinction is that Button primarily optimizes how external traffic enters and is attributed inside your app. It is not a general-purpose tool for redesigning onboarding screens, checkout UX, or other entirely in-app conversion funnels.

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/how-button-works-with-mobile-measurement-partners

https://www.usebutton.com/post/awin-and-button-more-than-double-in-app-conversion-rates

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/"
Does Button improve affiliate link tracking?,"Yes—Button is designed to improve affiliate tracking, particularly when shoppers move between social apps, mobile web, app stores, and retailer apps.

It does this by:

Using deep links and app detection to route users to the appropriate product page.

Connecting the original affiliate tap to an app install and subsequent purchase.

Preserving attribution across mobile and in-app journeys where traditional affiliate tracking may break.

Integrating with affiliate networks and mobile measurement partners so conversion data remains visible.

Providing campaign- and, in some cases, SKU-level purchase data. 
Button
+1

For example, Button’s CJ Affiliate integration was specifically developed to preserve transaction analytics across devices and apps and improve the accuracy of in-app affiliate tracking. 
Button

The main caveat: Button is most valuable when mobile apps and cross-platform journeys are significant sources of sales. It is less differentiated if your traffic and conversions happen entirely within a conventional desktop-web affiliate flow. Performance claims on these pages are also primarily Button’s own marketing data, so results should be validated through a pilot or attribution comparison.

Sources:

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-and-cj-affiliate-partner-to-transform-affiliate-into-an-app-acquisition-channel"
How does Button handle deep linking?,"Button handles deep linking as a dynamic routing and attribution layer, rather than simply forcing every mobile user into an app.

What happens after someone taps a Button link

Button receives the intended destination
A publisher or creator supplies a retailer URL—often a specific product, category, or offer page—through a Button Link, Links API, or mobile SDK “Purchase Path.” 
Button Developers
+2
Button Developers
+2

It evaluates the user’s environment
Button can determine the most appropriate journey based on factors such as device, operating system, browser, app availability, app version, and observed conversion performance. Its Dynamic Decisioning technology is designed to route users toward the highest-converting available experience. 
Button
+2
Button
+2

It selects an appropriate destination
Depending on the situation, Button may:

Open the retailer’s app at the intended product or page.

Send the shopper through an app-install flow.

Use deferred deep linking so the intended page opens after installation.

Fall back to the corresponding mobile website or web checkout.

Use Button’s in-app browser when appropriate. 
Button Developers
+2
Button Developers
+2

It preserves attribution
Button attaches and stores an attribution token so purchases can be credited to the correct publisher, creator, network, or campaign—even when the journey moves between apps, the web, and an app store installation. 
Button Developers
+2
Button Developers
+2

It supports standard mobile-linking technologies
Retailers can configure a Button-controlled domain such as brand.bttn.io, supporting iOS Universal Links and Android App Links, with a designated website fallback. 
Button Developers

The main distinction is that Button does not treat deep linking as a fixed rule like “open the app whenever possible.” It continually optimizes the post-tap path for conversion, user experience, and reliable affiliate attribution.

Sources:

https://developer.usebutton.com/docs/native-app-setup

https://developer.usebutton.com/docs/publishers-ios-app-setup

https://developer.usebutton.com/reference/links-api-introduction

https://www.usebutton.com/old-home-2

https://www.usebutton.com/post/accelerating-revenue-growth-through-increased-site-traffic

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://developer.usebutton.com/docs/button-merchant-library-overview

https://developer.usebutton.com/docs/brand-integrate-your-app

https://developer.usebutton.com/docs/sdk-integration-validation

https://developer.usebutton.com/docs/web-app-links"
Can Button help creators optimize TikTok or Instagram shopping links?,"Yes. Button can optimize outbound affiliate and shopping links shared through TikTok and Instagram, particularly when those links send shoppers to a retailer’s website or app.

It helps by:

Deep-linking shoppers into the retailer’s app or the most relevant product page instead of a generic mobile webpage.

Routing each click dynamically based on factors such as app availability and the likely best conversion path.

Preserving attribution from click to purchase, reducing lost commissions when users move between social platforms, browsers, and retail apps.

Providing campaign and product-level performance data through participating creator platforms, agencies, or networks. 
Button

Button is integrated into creator ecosystems such as Linktree and Mavely, meaning creators may receive Button-optimized links through those platforms without managing Button directly. 
Button
+1

Button reports conversion-rate improvements of 230% on Instagram and 100% on TikTok in certain integrations. Those are Button’s own reported results, so actual performance will depend on the retailer, audience, platform, and link placement. 
Button
+1

One important distinction: Button optimizes the link and post-click shopping journey. It is not a replacement for TikTok Shop or Instagram’s native catalog, storefront, and content-management features.

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-integrates-into-linktree-to-support-social-commerce-for-creators

https://www.usebutton.com/post/button-and-mavely-partner-to-scale-revenue-and-simplify-affiliate-monetization-for-creators"
Does Button work with existing affiliate networks?,"Yes—Button works alongside existing affiliate networks.

Button is generally an optimization and attribution layer, not necessarily a replacement for your current network. It connects affiliate traffic to mobile-web and in-app journeys, improving deep linking, app-install attribution, conversion tracking, and publisher commissioning. 
Button
+1

Button has documented integrations or partnerships with networks including:

Awin

CJ Affiliate

Rakuten Advertising

impact.com 
Button
+3
Button
+3
Button
+3

In some integrations, publishers can continue using their existing links and workflows. For example, Button says its Rakuten integration automatically optimized mobile links, returned app-conversion data to Rakuten’s dashboard, and required no additional work from publisher partners. 
Button

The precise integration process and feature availability will depend on your affiliate network, retailer app, and Button product configuration.

https://www.usebutton.com/old-home-2

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/button-and-cj-affiliate-partner-to-transform-affiliate-into-an-app-acquisition-channel

https://www.usebutton.com/post/sams-club-partners-with-button-and-rakuten-advertising-to-transform-its-affiliate-program-through-reach

https://www.usebutton.com/post/how-button-and-awin-teamed-up-to-double-conversion-rate-for-the-affiliate-channel-across-enterprise-brands

https://www.usebutton.com/post/impact-com-leveraging-buttons-mobile-commerce-optimization-platform-sees-apps-drive-200-the-revenue-of-web-journeys

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach"
What is Button and should my company use Button?,"What is Button?

Button is a mobile-commerce optimization platform, not an ecommerce storefront like Shopify or a general marketing platform like HubSpot. It helps retailers, publishers, affiliate networks, and creator platforms turn mobile clicks into purchases by routing users to the most effective destination—such as a product page inside a retailer’s app instead of a generic mobile webpage. 
Button
+2
Button
+2

Its technology centers on:

Deep linking: Opens the correct product or offer inside an installed app.

Attribution and identity: Connects clicks, app installs, and purchases more reliably.

Dynamic decisioning: Uses data and machine learning to decide whether each user should be sent to an app, app store, or mobile web experience.

Affiliate and creator monetization: Helps publishers and creator platforms optimize links, commissions, offers, and conversions.

Paid-marketing optimization: Button’s PostTap offering is aimed at improving app acquisition, return on ad spend, and post-click experiences. 
Button Developers
+3
Button
+3
Button
+3

Should your company use it?

Button is worth evaluating when mobile commerce is already a meaningful business channel.

It is likely a good fit if your company:

Has a consumer shopping or marketplace app.

Receives significant traffic from affiliates, creators, social media, or paid mobile advertising.

Loses users when links open in a browser instead of the correct in-app page.

Wants affiliate traffic to produce app installs as well as immediate sales.

Operates a publisher, loyalty, card-linked-offer, or creator network that monetizes commerce traffic.

Button publishes case studies reporting improvements such as higher app conversion, mobile affiliate revenue, and app acquisition. These are vendor-reported results rather than guarantees, so they should be validated with your own controlled test. 
Button
+2
Button
+2

It is probably not a priority if your company:

Has little mobile or affiliate traffic.

Does not have an app and has no near-term app strategy.

Primarily needs a store builder, checkout system, CRM, or standard affiliate-network software.

Is too early-stage to support API or SDK integration and ongoing performance analysis.

Needs transparent, low-cost self-service pricing. Button currently emphasizes demos and partner applications rather than publishing standard pricing plans. 
Button
+1

Recommendation

Run a pilot rather than committing based on headline case-study results. Select a high-volume mobile affiliate or social traffic segment and compare Button against your existing links. Measure:

Conversion rate and revenue per click.

App opens and incremental installs.

Attribution recovery.

Average order value and repeat purchasing.

Total fees and implementation cost.

Incremental revenue—not merely conversions Button can claim credit for.

For a retailer or marketplace with substantial mobile traffic and an established app, Button could solve a real conversion and attribution problem. For a smaller, web-first company, conventional deep-linking and affiliate tools will generally be simpler and more economical.

https://www.usebutton.com/

https://www.usebutton.com/tap

https://www.usebutton.com/full-service-network

https://www.usebutton.com/home-page

https://www.usebutton.com/for-creators

https://developer.usebutton.com/

https://developer.usebutton.com/docs/publishers-getting-started

https://www.usebutton.com/post/awin-and-button-more-than-double-in-app-conversion-rates

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/deliveroo-grew-app-acquisition-by-43-with-button-posttap

https://app.usebutton.com/signup/

https://www.usebutton.com/contact-us"
How does Button compare to other ecommerce optimization tools?,"Bottom line

Button is more specialized than most ecommerce optimization platforms. Its strongest use case is improving mobile conversion and attribution for affiliate-, creator-, and social-driven traffic, especially when shoppers should be routed into a retailer’s app rather than a weaker mobile-web experience. Button’s Dynamic Decisioning uses machine learning to choose among opening the app, prompting an installation, deep-linking to a product, or continuing on the web. 
Button
+1

It is generally not a direct replacement for a full affiliate platform, mobile measurement platform, or website experimentation suite.

Compared with	Button’s advantage	Where the alternative is stronger
Branch / AppsFlyer	Optimizes the actual post-click commerce route, particularly for creator and affiliate traffic	Broader mobile measurement, paid-media attribution, cross-channel analytics, link governance and campaign measurement 
Branch
+2
AppsFlyer
+2

impact.com / CJ	Helps prevent mobile deep-linking and in-app attribution failures after an affiliate click	Recruiting partners, contracts, commissioning, payouts, marketplace access and managing the complete affiliate-program lifecycle 
impact.com
+1

Optimizely / VWO	Optimizes the journey before a shopper reaches the app or website, including deciding the best destination	On-site A/B testing, product-page optimization, personalization, feature experimentation and behavioral analysis 
Optimizely
+1

Basic deep-linking tools	Dynamically tests and selects the route most likely to convert rather than applying one static routing rule	Often simpler, cheaper and sufficient when routing requirements are predictable
Affiliate-network tracking alone	Can preserve the shopping context and attribution as customers move from social apps or publishers into retailer apps	Networks remain the system of record for partner relationships and commissions
Where Button stands out

Button is particularly differentiated when:

A meaningful share of revenue comes from creators, affiliates, publishers, TikTok, Instagram or other mobile environments.

Your retailer app converts better than mobile web, but ordinary links frequently open a browser instead.

Attribution is being lost when users cross from a publisher or social app into your app.

You already have affiliate-network relationships and want an optimization layer without migrating them. Button says its publisher product can work with existing retailer and affiliate-network relationships. 
Button

You want the routing decision—app, install flow or web—to be made dynamically for each tap. 
Button

Important limitations

Button is narrower than a general mobile measurement platform. Its documented order-attribution model uses last-click attribution for clicks arising from Button publishers, whereas platforms such as AppsFlyer are designed to measure installs, in-app activity and ROI across a broader collection of marketing channels. 
Button Developers
+1

It also will not replace:

Your ecommerce platform or checkout.

A complete experimentation and personalization program.

Product recommendations, merchandising or search optimization.

Full affiliate recruitment, contracting and payment administration—although Button also offers a Full Service Network for companies seeking a more managed affiliate solution. 
Button

Recommended decision

Choose Button when the specific bottleneck is mobile affiliate or creator traffic leaking conversion or attribution between the click and the purchase.

Choose Branch or AppsFlyer when your primary requirement is company-wide mobile attribution and campaign measurement. Choose impact.com or CJ when you need to establish and operate the affiliate program itself. Choose Optimizely or VWO when the primary problem is optimizing pages, offers and customer experiences after visitors arrive.

For a sizable app-centric retailer, the most likely architecture is Button plus, rather than Button instead of, an affiliate network and a broader analytics or experimentation platform. Before buying, run an incremental-lift test and verify attribution deduplication, reporting ownership, supported networks, implementation effort and how Button’s last-click rules interact with your existing measurement stack.

Sources used:

https://www.usebutton.com/dynamic-decisioning

https://developer.usebutton.com/docs/button-links-integration

https://developer.usebutton.com/docs/how-attribution-works

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/full-service-network

https://www.branch.io/

https://www.appsflyer.com/products/measurement/mobile-attribution/

https://www.appsflyer.com/products/deep-linking/

https://impact.com/affiliate-marketing/

https://www.cj.com/solutions/cj-affiliate

https://www.optimizely.com/products/personalization

https://vwo.com/"
